Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
54,55,6,6,49,50,0,Train/1/00001_00035_00023.png
60,58,6,6,54,52,0,Train/1/00001_00035_00024.png
63,59,5,5,57,54,0,Train/1/00001_00035_00025.png
69,64,6,6,63,59,0,Train/1/00001_00035_00026.png
76,73,6,6,70,66,0,Train/1/00001_00035_00027.png
89,85,8,8,82,77,0,Train/1/00001_00035_00028.png
105,98,9,9,96,90,0,Train/1/00001_00035_00029.png
31,30,6,5,26,25,0,Train/1/00001_00036_00000.png
31,31,5,5,26,26,0,Train/1/00001_00036_00001.png
33,34,5,6,28,29,0,Train/1/00001_00036_00002.png
34,33,6,5,29,28,0,Train/1/00001_00036_00003.png
34,35,6,6,29,29,0,Train/1/00001_00036_00004.png
33,35,5,6,28,30,0,Train/1/00001_00036_00005.png
33,34,5,5,28,29,0,Train/1/00001_00036_00006.png
34,36,5,6,29,31,0,Train/1/00001_00036_00007.png
35,37,5,6,30,32,0,Train/1/00001_00036_00008.png
35,36,5,5,30,31,0,Train/1/00001_00036_00009.png
38,38,6,6,33,33,0,Train/1/00001_00036_00010.png
38,37,5,5,32,32,0,Train/1/00001_00036_00011.png
40,38,6,5,35,33,0,Train/1/00001_00036_00012.png
42,40,6,5,37,35,0,Train/1/00001_00036_00013.png
42,42,5,6,37,37,0,Train/1/00001_00036_00014.png
42,41,5,5,37,36,0,Train/1/00001_00036_00015.png
43,42,5,5,38,37,0,Train/1/00001_00036_00016.png
45,45,5,6,40,40,0,Train/1/00001_00036_00017.png
47,48,5,6,42,43,0,Train/1/00001_00036_00018.png
48,47,5,5,43,42,0,Train/1/00001_00036_00019.png
51,50,6,6,46,44,0,Train/1/00001_00036_00020.png
53,51,5,5,47,46,0,Train/1/00001_00036_00021.png
56,54,6,5,51,49,0,Train/1/00001_00036_00022.png
57,56,6,6,52,51,0,Train/1/00001_00036_00023.png
61,59,6,5,56,54,0,Train/1/00001_00036_00024.png
64,62,5,5,59,57,0,Train/1/00001_00036_00025.png
70,69,6,7,64,63,0,Train/1/00001_00036_00026.png
75,72,6,6,68,66,0,Train/1/00001_00036_00027.png
81,81,7,7,74,74,0,Train/1/00001_00036_00028.png
92,88,8,7,84,81,0,Train/1/00001_00036_00029.png
26,25,5,5,21,20,0,Train/1/00001_00037_00000.png
26,26,5,5,21,20,0,Train/1/00001_00037_00001.png
27,26,6,5,22,21,0,Train/1/00001_00037_00002.png
28,27,6,6,23,22,0,Train/1/00001_00037_00003.png
28,26,6,5,23,21,0,Train/1/00001_00037_00004.png
27,27,5,5,22,22,0,Train/1/00001_00037_00005.png
28,28,6,6,23,23,0,Train/1/00001_00037_00006.png
29,28,6,5,24,23,0,Train/1/00001_00037_00007.png
30,31,6,6,25,26,0,Train/1/00001_00037_00008.png
31,32,5,6,25,27,0,Train/1/00001_00037_00009.png
31,31,5,5,26,26,0,Train/1/00001_00037_00010.png
31,32,5,6,26,27,0,Train/1/00001_00037_00011.png
33,34,5,6,27,28,0,Train/1/00001_00037_00012.png
34,34,6,5,29,28,0,Train/1/00001_00037_00013.png
36,36,6,6,31,31,0,Train/1/00001_00037_00014.png
36,36,5,5,31,31,0,Train/1/00001_00037_00015.png
38,37,5,5,32,32,0,Train/1/00001_00037_00016.png
40,40,5,5,35,35,0,Train/1/00001_00037_00017.png
40,41,5,6,35,36,0,Train/1/00001_00037_00018.png
43,43,5,5,37,37,0,Train/1/00001_00037_00019.png
45,47,5,6,40,41,0,Train/1/00001_00037_00020.png
48,48,5,5,43,43,0,Train/1/00001_00037_00021.png
54,53,6,6,48,47,0,Train/1/00001_00037_00022.png
56,55,6,6,51,49,0,Train/1/00001_00037_00023.png
59,57,5,5,53,52,0,Train/1/00001_00037_00024.png
62,61,6,6,57,56,0,Train/1/00001_00037_00025.png
71,71,6,7,65,65,0,Train/1/00001_00037_00026.png
82,82,7,8,74,74,0,Train/1/00001_00037_00027.png
92,88,9,7,84,81,0,Train/1/00001_00037_00028.png
105,104,9,9,96,95,0,Train/1/00001_00037_00029.png
27,28,6,6,22,23,0,Train/1/00001_00038_00000.png
28,28,6,5,23,23,0,Train/1/00001_00038_00001.png
27,28,5,5,22,23,0,Train/1/00001_00038_00002.png
29,30,6,6,24,25,0,Train/1/00001_00038_00003.png
29,30,6,6,24,25,0,Train/1/00001_00038_00004.png
29,31,5,6,24,26,0,Train/1/00001_00038_00005.png
30,31,5,5,25,26,0,Train/1/00001_00038_00006.png
30,31,5,5,25,26,0,Train/1/00001_00038_00007.png
31,33,5,6,26,28,0,Train/1/00001_00038_00008.png
31,33,5,6,26,28,0,Train/1/00001_00038_00009.png
31,33,5,6,26,28,0,Train/1/00001_00038_00010.png
32,34,5,6,27,29,0,Train/1/00001_00038_00011.png
33,34,5,5,28,29,0,Train/1/00001_00038_00012.png
33,34,5,5,28,29,0,Train/1/00001_00038_00013.png
33,34,5,5,28,29,0,Train/1/00001_00038_00014.png
36,36,6,5,31,31,0,Train/1/00001_00038_00015.png
37,37,6,5,32,32,0,Train/1/00001_00038_00016.png
37,37,6,5,32,32,0,Train/1/00001_00038_00017.png
38,39,5,5,33,34,0,Train/1/00001_00038_00018.png
38,40,5,6,33,35,0,Train/1/00001_00038_00019.png
39,41,5,6,34,36,0,Train/1/00001_00038_00020.png
40,43,5,6,35,38,0,Train/1/00001_00038_00021.png
41,42,6,5,36,37,0,Train/1/00001_00038_00022.png
42,44,6,6,37,39,0,Train/1/00001_00038_00023.png
43,46,5,6,38,41,0,Train/1/00001_00038_00024.png
46,48,6,6,41,43,0,Train/1/00001_00038_00025.png
49,51,6,6,44,46,0,Train/1/00001_00038_00026.png
51,54,5,6,46,49,0,Train/1/00001_00038_00027.png
54,56,5,5,49,51,0,Train/1/00001_00038_00028.png
58,60,5,5,53,55,0,Train/1/00001_00038_00029.png
34,34,5,6,29,29,0,Train/1/00001_00039_00000.png
36,36,6,6,31,31,0,Train/1/00001_00039_00001.png
37,35,6,5,32,30,0,Train/1/00001_00039_00002.png
36,35,5,5,31,30,0,Train/1/00001_00039_00003.png
36,38,5,6,31,33,0,Train/1/00001_00039_00004.png
36,38,5,6,31,33,0,Train/1/00001_00039_00005.png
38,38,6,6,33,33,0,Train/1/00001_00039_00006.png
39,38,5,5,34,33,0,Train/1/00001_00039_00007.png
39,42,5,6,34,37,0,Train/1/00001_00039_00008.png
40,43,5,6,35,38,0,Train/1/00001_00039_00009.png
40,42,5,5,35,37,0,Train/1/00001_00039_00010.png
45,48,5,6,40,43,0,Train/1/00001_00039_00011.png
45,48,5,6,40,43,0,Train/1/00001_00039_00012.png
45,46,5,5,40,41,0,Train/1/00001_00039_00013.png
46,47,5,5,41,42,0,Train/1/00001_00039_00014.png
51,52,6,6,46,47,0,Train/1/00001_00039_00015.png
50,54,5,5,45,49,0,Train/1/00001_00039_00016.png
52,55,5,5,47,50,0,Train/1/00001_00039_00017.png
56,57,5,5,51,52,0,Train/1/00001_00039_00018.png
59,62,6,6,54,57,0,Train/1/00001_00039_00019.png
62,69,5,6,57,63,0,Train/1/00001_00039_00020.png
65,70,6,7,60,64,0,Train/1/00001_00039_00021.png
70,73,6,6,64,67,0,Train/1/00001_00039_00022.png
73,79,7,7,67,72,0,Train/1/00001_00039_00023.png
76,80,6,8,70,73,0,Train/1/00001_00039_00024.png
82,85,7,7,75,78,0,Train/1/00001_00039_00025.png
86,96,7,9,79,88,0,Train/1/00001_00039_00026.png
94,100,8,9,86,92,0,Train/1/00001_00039_00027.png
104,108,9,10,95,99,0,Train/1/00001_00039_00028.png
110,116,9,11,101,106,0,Train/1/00001_00039_00029.png
33,34,6,6,28,29,0,Train/1/00001_00040_00000.png
34,36,6,6,29,31,0,Train/1/00001_00040_00001.png
34,38,5,6,29,33,0,Train/1/00001_00040_00002.png
34,38,5,6,29,33,0,Train/1/00001_00040_00003.png
34,36,5,6,29,31,0,Train/1/00001_00040_00004.png
37,37,5,5,32,32,0,Train/1/00001_00040_00005.png
38,37,6,5,33,32,0,Train/1/00001_00040_00006.png
38,39,5,5,33,34,0,Train/1/00001_00040_00007.png
38,40,5,6,33,35,0,Train/1/00001_00040_00008.png
40,42,5,5,35,37,0,Train/1/00001_00040_00009.png
42,44,6,6,37,39,0,Train/1/00001_00040_00010.png
43,45,5,5,38,40,0,Train/1/00001_00040_00011.png
43,45,5,5,38,40,0,Train/1/00001_00040_00012.png
44,47,5,6,39,42,0,Train/1/00001_00040_00013.png
46,49,5,6,41,44,0,Train/1/00001_00040_00014.png
48,49,5,6,43,44,0,Train/1/00001_00040_00015.png
51,53,6,6,46,48,0,Train/1/00001_00040_00016.png
54,54,6,6,49,49,0,Train/1/00001_00040_00017.png
53,56,5,5,48,51,0,Train/1/00001_00040_00018.png
56,58,5,5,51,53,0,Train/1/00001_00040_00019.png
58,59,5,5,53,54,0,Train/1/00001_00040_00020.png
62,62,5,5,57,57,0,Train/1/00001_00040_00021.png
67,68,6,7,61,62,0,Train/1/00001_00040_00022.png
71,73,6,6,65,67,0,Train/1/00001_00040_00023.png
81,81,8,7,74,74,0,Train/1/00001_00040_00024.png
83,85,8,8,76,78,0,Train/1/00001_00040_00025.png
93,92,9,8,85,84,0,Train/1/00001_00040_00026.png
99,100,9,9,91,92,0,Train/1/00001_00040_00027.png
121,117,11,11,111,107,0,Train/1/00001_00040_00028.png
130,128,11,12,119,117,0,Train/1/00001_00040_00029.png
41,42,5,6,36,37,0,Train/1/00001_00041_00000.png
42,43,5,6,37,38,0,Train/1/00001_00041_00001.png
44,44,6,6,39,39,0,Train/1/00001_00041_00002.png
44,43,6,5,39,38,0,Train/1/00001_00041_00003.png
43,44,5,6,38,39,0,Train/1/00001_00041_00004.png
45,44,6,5,40,39,0,Train/1/00001_00041_00005.png
45,46,5,6,40,41,0,Train/1/00001_00041_00006.png
47,48,6,6,42,43,0,Train/1/00001_00041_00007.png
47,48,6,6,42,43,0,Train/1/00001_00041_00008.png
48,49,5,6,43,44,0,Train/1/00001_00041_00009.png
49,49,5,5,44,44,0,Train/1/00001_00041_00010.png
50,49,6,5,45,44,0,Train/1/00001_00041_00011.png
50,50,5,5,45,45,0,Train/1/00001_00041_00012.png
52,52,6,6,47,47,0,Train/1/00001_00041_00013.png
54,54,6,6,49,49,0,Train/1/00001_00041_00014.png
55,55,6,6,50,50,0,Train/1/00001_00041_00015.png
54,54,5,5,49,49,0,Train/1/00001_00041_00016.png
55,56,5,6,50,51,0,Train/1/00001_00041_00017.png
56,56,6,5,51,51,0,Train/1/00001_00041_00018.png
58,59,6,6,53,54,0,Train/1/00001_00041_00019.png
58,60,5,6,53,55,0,Train/1/00001_00041_00020.png
61,60,6,5,56,55,0,Train/1/00001_00041_00021.png
62,63,6,6,57,58,0,Train/1/00001_00041_00022.png
63,63,6,5,58,58,0,Train/1/00001_00041_00023.png
65,67,6,6,60,61,0,Train/1/00001_00041_00024.png
68,69,7,7,62,63,0,Train/1/00001_00041_00025.png
68,69,6,6,62,63,0,Train/1/00001_00041_00026.png
72,72,7,7,66,66,0,Train/1/00001_00041_00027.png
74,74,7,7,68,68,0,Train/1/00001_00041_00028.png
77,77,7,7,71,71,0,Train/1/00001_00041_00029.png
34,35,5,6,29,30,0,Train/1/00001_00042_00000.png
34,34,5,5,29,29,0,Train/1/00001_00042_00001.png
34,36,6,6,29,31,0,Train/1/00001_00042_00002.png
32,33,5,5,27,28,0,Train/1/00001_00042_00003.png
34,36,5,6,29,31,0,Train/1/00001_00042_00004.png
37,37,6,5,32,32,0,Train/1/00001_00042_00005.png
38,40,5,6,33,35,0,Train/1/00001_00042_00006.png
38,40,5,6,33,35,0,Train/1/00001_00042_00007.png
38,39,5,5,33,34,0,Train/1/00001_00042_00008.png
39,39,5,5,34,34,0,Train/1/00001_00042_00009.png
43,44,6,6,38,39,0,Train/1/00001_00042_00010.png
42,44,5,6,37,39,0,Train/1/00001_00042_00011.png
45,47,5,6,40,42,0,Train/1/00001_00042_00012.png
46,46,6,5,41,41,0,Train/1/00001_00042_00013.png
48,50,5,6,43,45,0,Train/1/00001_00042_00014.png
49,49,6,5,44,44,0,Train/1/00001_00042_00015.png
48,50,5,6,43,45,0,Train/1/00001_00042_00016.png
50,51,5,5,45,46,0,Train/1/00001_00042_00017.png
51,52,5,5,46,47,0,Train/1/00001_00042_00018.png
52,53,5,6,47,48,0,Train/1/00001_00042_00019.png
59,59,6,6,54,54,0,Train/1/00001_00042_00020.png
60,62,5,6,55,57,0,Train/1/00001_00042_00021.png
62,64,6,6,57,59,0,Train/1/00001_00042_00022.png
70,71,6,6,64,65,0,Train/1/00001_00042_00023.png
72,73,6,6,66,67,0,Train/1/00001_00042_00024.png
80,81,8,8,73,74,0,Train/1/00001_00042_00025.png
82,82,7,7,75,75,0,Train/1/00001_00042_00026.png
91,92,8,9,83,84,0,Train/1/00001_00042_00027.png
103,104,9,10,94,95,0,Train/1/00001_00042_00028.png
116,117,10,10,106,107,0,Train/1/00001_00042_00029.png
39,38,6,5,34,33,0,Train/1/00001_00043_00000.png
39,38,6,5,34,33,0,Train/1/00001_00043_00001.png
40,41,5,6,35,36,0,Train/1/00001_00043_00002.png
41,40,6,5,36,35,0,Train/1/00001_00043_00003.png
41,41,6,6,36,36,0,Train/1/00001_00043_00004.png
42,42,5,5,37,37,0,Train/1/00001_00043_00005.png
43,42,6,5,38,37,0,Train/1/00001_00043_00006.png
43,42,6,5,38,37,0,Train/1/00001_00043_00007.png
46,47,5,6,41,42,0,Train/1/00001_00043_00008.png
46,47,5,6,41,42,0,Train/1/00001_00043_00009.png
47,46,6,5,42,41,0,Train/1/00001_00043_00010.png
48,48,5,5,43,43,0,Train/1/00001_00043_00011.png
49,48,6,5,44,43,0,Train/1/00001_00043_00012.png
49,49,5,5,44,44,0,Train/1/00001_00043_00013.png
52,52,6,6,47,47,0,Train/1/00001_00043_00014.png
53,53,5,5,48,48,0,Train/1/00001_00043_00015.png
55,55,6,6,50,50,0,Train/1/00001_00043_00016.png
55,55,6,6,50,50,0,Train/1/00001_00043_00017.png
58,59,5,6,53,54,0,Train/1/00001_00043_00018.png
61,61,6,6,56,56,0,Train/1/00001_00043_00019.png
61,60,6,5,56,55,0,Train/1/00001_00043_00020.png
64,65,5,6,59,60,0,Train/1/00001_00043_00021.png
65,64,6,5,60,59,0,Train/1/00001_00043_00022.png
69,70,6,7,63,64,0,Train/1/00001_00043_00023.png
73,74,6,7,67,68,0,Train/1/00001_00043_00024.png
81,82,7,8,74,75,0,Train/1/00001_00043_00025.png
85,86,7,8,78,79,0,Train/1/00001_00043_00026.png
98,98,9,9,90,90,0,Train/1/00001_00043_00027.png
105,106,9,10,96,97,0,Train/1/00001_00043_00028.png
121,121,11,11,111,111,0,Train/1/00001_00043_00029.png
38,37,6,5,33,32,0,Train/1/00001_00044_00000.png
38,38,6,6,33,33,0,Train/1/00001_00044_00001.png
38,37,6,5,33,32,0,Train/1/00001_00044_00002.png
38,37,6,5,33,32,0,Train/1/00001_00044_00003.png
37,38,5,6,32,33,0,Train/1/00001_00044_00004.png
32,33,5,6,27,28,0,Train/1/00001_00044_00005.png
34,35,5,6,29,30,0,Train/1/00001_00044_00006.png
34,35,5,6,29,30,0,Train/1/00001_00044_00007.png
36,36,6,6,31,31,0,Train/1/00001_00044_00008.png
36,37,5,6,31,32,0,Train/1/00001_00044_00009.png
38,38,6,6,33,33,0,Train/1/00001_00044_00010.png
37,37,5,5,32,32,0,Train/1/00001_00044_00011.png
41,41,5,5,36,36,0,Train/1/00001_00044_00012.png
43,42,6,5,38,37,0,Train/1/00001_00044_00013.png
42,43,5,6,37,38,0,Train/1/00001_00044_00014.png
43,43,5,5,38,38,0,Train/1/00001_00044_00015.png
45,45,5,5,40,40,0,Train/1/00001_00044_00016.png
47,47,6,6,42,42,0,Train/1/00001_00044_00017.png
48,49,5,6,43,44,0,Train/1/00001_00044_00018.png
51,50,6,5,46,45,0,Train/1/00001_00044_00019.png
51,52,5,6,46,47,0,Train/1/00001_00044_00020.png
54,54,6,6,49,49,0,Train/1/00001_00044_00021.png
57,57,6,6,52,52,0,Train/1/00001_00044_00022.png
58,58,6,5,53,53,0,Train/1/00001_00044_00023.png
69,68,7,6,63,62,0,Train/1/00001_00044_00024.png
73,72,7,6,67,66,0,Train/1/00001_00044_00025.png
76,76,6,6,70,70,0,Train/1/00001_00044_00026.png
80,80,7,7,73,73,0,Train/1/00001_00044_00027.png
96,97,8,9,88,89,0,Train/1/00001_00044_00028.png
109,109,10,10,100,100,0,Train/1/00001_00044_00029.png
41,41,6,6,36,36,0,Train/1/00001_00045_00000.png
40,40,5,5,35,35,0,Train/1/00001_00045_00001.png
43,43,6,6,38,38,0,Train/1/00001_00045_00002.png
43,43,6,6,38,38,0,Train/1/00001_00045_00003.png
42,42,5,5,37,37,0,Train/1/00001_00045_00004.png
44,45,5,6,39,40,0,Train/1/00001_00045_00005.png
45,45,6,6,40,40,0,Train/1/00001_00045_00006.png
44,44,5,5,39,39,0,Train/1/00001_00045_00007.png
48,49,5,6,43,44,0,Train/1/00001_00045_00008.png
48,49,5,6,43,44,0,Train/1/00001_00045_00009.png
49,49,5,5,44,44,0,Train/1/00001_00045_00010.png
50,50,6,6,45,45,0,Train/1/00001_00045_00011.png
51,51,5,5,46,46,0,Train/1/00001_00045_00012.png
52,51,6,5,47,46,0,Train/1/00001_00045_00013.png
53,53,5,5,48,48,0,Train/1/00001_00045_00014.png
55,55,5,5,50,50,0,Train/1/00001_00045_00015.png
57,58,5,6,52,53,0,Train/1/00001_00045_00016.png
57,58,5,6,52,53,0,Train/1/00001_00045_00017.png
61,60,6,5,56,55,0,Train/1/00001_00045_00018.png
65,64,6,5,60,59,0,Train/1/00001_00045_00019.png
65,65,6,6,60,60,0,Train/1/00001_00045_00020.png
70,70,7,7,64,64,0,Train/1/00001_00045_00021.png
73,73,7,7,67,67,0,Train/1/00001_00045_00022.png
77,76,7,6,71,70,0,Train/1/00001_00045_00023.png
84,85,7,8,77,78,0,Train/1/00001_00045_00024.png
87,86,8,7,80,79,0,Train/1/00001_00045_00025.png
91,92,8,9,83,84,0,Train/1/00001_00045_00026.png
105,105,10,10,96,96,0,Train/1/00001_00045_00027.png
110,110,9,9,101,101,0,Train/1/00001_00045_00028.png
119,118,11,10,109,108,0,Train/1/00001_00045_00029.png
40,41,5,6,35,36,0,Train/1/00001_00046_00000.png
40,41,5,6,35,36,0,Train/1/00001_00046_00001.png
41,42,5,6,36,37,0,Train/1/00001_00046_00002.png
42,41,6,5,37,36,0,Train/1/00001_00046_00003.png
43,43,6,6,38,38,0,Train/1/00001_00046_00004.png
44,43,6,5,39,38,0,Train/1/00001_00046_00005.png
44,43,6,5,39,38,0,Train/1/00001_00046_00006.png
46,46,6,6,41,41,0,Train/1/00001_00046_00007.png
45,45,5,5,40,40,0,Train/1/00001_00046_00008.png
46,45,6,5,41,40,0,Train/1/00001_00046_00009.png
48,48,6,6,43,43,0,Train/1/00001_00046_00010.png
48,49,5,6,43,44,0,Train/1/00001_00046_00011.png
50,49,6,5,45,44,0,Train/1/00001_00046_00012.png
50,49,6,5,45,44,0,Train/1/00001_00046_00013.png
52,51,6,5,47,46,0,Train/1/00001_00046_00014.png
53,52,6,5,48,47,0,Train/1/00001_00046_00015.png
54,54,5,5,49,49,0,Train/1/00001_00046_00016.png
57,58,5,6,52,53,0,Train/1/00001_00046_00017.png
59,60,5,6,54,55,0,Train/1/00001_00046_00018.png
61,61,5,5,56,56,0,Train/1/00001_00046_00019.png
64,62,5,5,59,57,0,Train/1/00001_00046_00020.png
68,69,6,7,62,63,0,Train/1/00001_00046_00021.png
70,71,6,7,64,65,0,Train/1/00001_00046_00022.png
76,76,6,6,70,70,0,Train/1/00001_00046_00023.png
81,80,8,7,74,73,0,Train/1/00001_00046_00024.png
85,86,7,8,78,79,0,Train/1/00001_00046_00025.png
94,94,8,8,86,86,0,Train/1/00001_00046_00026.png
105,104,10,9,96,95,0,Train/1/00001_00046_00027.png
111,112,9,10,102,103,0,Train/1/00001_00046_00028.png
123,123,10,10,113,113,0,Train/1/00001_00046_00029.png
35,35,5,5,30,30,0,Train/1/00001_00047_00000.png
35,36,5,6,30,31,0,Train/1/00001_00047_00001.png
35,36,5,6,30,31,0,Train/1/00001_00047_00002.png
36,35,6,5,31,30,0,Train/1/00001_00047_00003.png
35,35,5,5,30,30,0,Train/1/00001_00047_00004.png
36,36,5,5,31,31,0,Train/1/00001_00047_00005.png
37,37,6,6,32,32,0,Train/1/00001_00047_00006.png
36,36,5,5,31,31,0,Train/1/00001_00047_00007.png
39,39,6,6,34,34,0,Train/1/00001_00047_00008.png
40,39,6,5,35,34,0,Train/1/00001_00047_00009.png
40,40,6,6,35,35,0,Train/1/00001_00047_00010.png
40,40,5,5,35,35,0,Train/1/00001_00047_00011.png
41,40,6,5,36,35,0,Train/1/00001_00047_00012.png
41,42,5,6,36,37,0,Train/1/00001_00047_00013.png
44,44,6,6,39,39,0,Train/1/00001_00047_00014.png
46,46,6,6,41,41,0,Train/1/00001_00047_00015.png
47,48,5,6,42,43,0,Train/1/00001_00047_00016.png
47,48,5,6,42,43,0,Train/1/00001_00047_00017.png
53,53,6,6,48,48,0,Train/1/00001_00047_00018.png
52,53,5,6,47,48,0,Train/1/00001_00047_00019.png
56,55,6,5,51,50,0,Train/1/00001_00047_00020.png
58,59,5,6,53,54,0,Train/1/00001_00047_00021.png
61,61,6,6,56,56,0,Train/1/00001_00047_00022.png
61,60,6,5,56,55,0,Train/1/00001_00047_00023.png
72,71,7,6,66,65,0,Train/1/00001_00047_00024.png
75,75,6,6,69,69,0,Train/1/00001_00047_00025.png
80,80,7,7,73,73,0,Train/1/00001_00047_00026.png
92,91,9,8,84,83,0,Train/1/00001_00047_00027.png
97,97,8,8,89,89,0,Train/1/00001_00047_00028.png
111,111,10,10,102,102,0,Train/1/00001_00047_00029.png
35,35,5,5,30,30,0,Train/1/00001_00048_00000.png
36,35,6,5,31,30,0,Train/1/00001_00048_00001.png
35,35,5,5,30,30,0,Train/1/00001_00048_00002.png
36,35,6,5,31,30,0,Train/1/00001_00048_00003.png
35,36,5,6,30,31,0,Train/1/00001_00048_00004.png
35,35,5,5,30,30,0,Train/1/00001_00048_00005.png
36,35,6,5,31,30,0,Train/1/00001_00048_00006.png
36,37,5,6,31,32,0,Train/1/00001_00048_00007.png
39,40,5,6,34,35,0,Train/1/00001_00048_00008.png
40,41,5,6,35,36,0,Train/1/00001_00048_00009.png
40,40,5,5,35,35,0,Train/1/00001_00048_00010.png
42,42,6,6,37,37,0,Train/1/00001_00048_00011.png
41,42,5,6,36,37,0,Train/1/00001_00048_00012.png
43,42,6,5,38,37,0,Train/1/00001_00048_00013.png
43,42,6,5,38,37,0,Train/1/00001_00048_00014.png
44,44,6,6,39,39,0,Train/1/00001_00048_00015.png
46,46,6,6,41,41,0,Train/1/00001_00048_00016.png
45,46,5,6,40,41,0,Train/1/00001_00048_00017.png
47,48,5,6,42,43,0,Train/1/00001_00048_00018.png
50,50,6,6,45,45,0,Train/1/00001_00048_00019.png
52,53,5,6,47,48,0,Train/1/00001_00048_00020.png
54,54,6,6,49,49,0,Train/1/00001_00048_00021.png
58,57,6,5,53,52,0,Train/1/00001_00048_00022.png
63,64,5,6,58,59,0,Train/1/00001_00048_00023.png
69,68,7,6,63,62,0,Train/1/00001_00048_00024.png
76,76,7,7,70,70,0,Train/1/00001_00048_00025.png
83,82,8,7,76,75,0,Train/1/00001_00048_00026.png
92,93,8,9,84,85,0,Train/1/00001_00048_00027.png
108,107,10,9,99,98,0,Train/1/00001_00048_00028.png
130,130,12,12,119,119,0,Train/1/00001_00048_00029.png
32,32,5,6,27,27,0,Train/1/00001_00049_00000.png
33,32,6,5,28,27,0,Train/1/00001_00049_00001.png
34,33,6,5,29,28,0,Train/1/00001_00049_00002.png
34,33,6,5,29,28,0,Train/1/00001_00049_00003.png
33,33,5,5,28,28,0,Train/1/00001_00049_00004.png
33,33,5,5,28,28,0,Train/1/00001_00049_00005.png
34,34,5,5,29,29,0,Train/1/00001_00049_00006.png
35,35,6,6,30,30,0,Train/1/00001_00049_00007.png
36,36,6,6,31,31,0,Train/1/00001_00049_00008.png
37,36,6,5,32,31,0,Train/1/00001_00049_00009.png
38,37,6,5,33,32,0,Train/1/00001_00049_00010.png
38,37,6,5,33,32,0,Train/1/00001_00049_00011.png
39,40,5,6,34,35,0,Train/1/00001_00049_00012.png
41,41,6,6,36,36,0,Train/1/00001_00049_00013.png
42,41,6,5,37,36,0,Train/1/00001_00049_00014.png
43,43,6,6,38,38,0,Train/1/00001_00049_00015.png
44,44,5,5,39,39,0,Train/1/00001_00049_00016.png
49,50,5,6,44,45,0,Train/1/00001_00049_00017.png
49,50,5,6,44,45,0,Train/1/00001_00049_00018.png
52,52,6,6,47,47,0,Train/1/00001_00049_00019.png
51,51,5,5,46,46,0,Train/1/00001_00049_00020.png
54,55,5,6,49,50,0,Train/1/00001_00049_00021.png
59,59,6,6,54,54,0,Train/1/00001_00049_00022.png
61,62,5,6,56,57,0,Train/1/00001_00049_00023.png
67,68,6,7,61,62,0,Train/1/00001_00049_00024.png
70,70,6,6,64,64,0,Train/1/00001_00049_00025.png
76,76,7,7,70,70,0,Train/1/00001_00049_00026.png
85,85,8,8,78,78,0,Train/1/00001_00049_00027.png
97,97,9,9,89,89,0,Train/1/00001_00049_00028.png
111,111,10,10,102,102,0,Train/1/00001_00049_00029.png
36,34,5,5,31,29,0,Train/1/00001_00050_00000.png
37,36,5,6,32,31,0,Train/1/00001_00050_00001.png
39,35,6,5,33,30,0,Train/1/00001_00050_00002.png
39,36,6,5,34,31,0,Train/1/00001_00050_00003.png
39,37,6,5,34,31,0,Train/1/00001_00050_00004.png
40,37,6,5,35,32,0,Train/1/00001_00050_00005.png
39,38,5,5,34,32,0,Train/1/00001_00050_00006.png
39,39,5,6,34,34,0,Train/1/00001_00050_00007.png
40,40,5,6,35,35,0,Train/1/00001_00050_00008.png
42,39,6,5,37,34,0,Train/1/00001_00050_00009.png
42,39,5,5,36,34,0,Train/1/00001_00050_00010.png
42,41,5,5,37,35,0,Train/1/00001_00050_00011.png
43,43,5,6,38,37,0,Train/1/00001_00050_00012.png
45,43,5,5,39,38,0,Train/1/00001_00050_00013.png
46,45,6,6,41,40,0,Train/1/00001_00050_00014.png
47,46,6,6,42,41,0,Train/1/00001_00050_00015.png
49,48,6,6,44,43,0,Train/1/00001_00050_00016.png
49,48,5,6,43,43,0,Train/1/00001_00050_00017.png
51,50,6,6,46,45,0,Train/1/00001_00050_00018.png
51,51,5,5,46,45,0,Train/1/00001_00050_00019.png
54,52,6,5,49,47,0,Train/1/00001_00050_00020.png
56,56,6,6,51,50,0,Train/1/00001_00050_00021.png
57,56,5,5,52,51,0,Train/1/00001_00050_00022.png
59,58,6,6,54,53,0,Train/1/00001_00050_00023.png
60,58,6,5,55,53,0,Train/1/00001_00050_00024.png
62,60,6,5,57,55,0,Train/1/00001_00050_00025.png
65,64,6,6,59,59,0,Train/1/00001_00050_00026.png
68,68,6,7,62,62,0,Train/1/00001_00050_00027.png
73,71,6,6,66,65,0,Train/1/00001_00050_00028.png
75,73,6,6,68,67,0,Train/1/00001_00050_00029.png
27,32,5,6,22,27,0,Train/1/00001_00051_00000.png
28,32,5,5,23,27,0,Train/1/00001_00051_00001.png
32,32,6,5,26,27,0,Train/1/00001_00051_00002.png
34,33,6,6,28,28,0,Train/1/00001_00051_00003.png
33,34,5,5,28,29,0,Train/1/00001_00051_00004.png
34,35,6,5,29,30,0,Train/1/00001_00051_00005.png
35,37,5,6,29,32,0,Train/1/00001_00051_00006.png
37,37,6,6,32,32,0,Train/1/00001_00051_00007.png
